registration,make,model
LC72VLA,KIA,SPORTAGE 3 ISG
LC72VTT,BMW,128TI AUTO
LC72XFZ,MG,HS EXCLUSIVE
LD03KWP,VAUXHALL,VECTRA
LD03OZA,FORD,FIESTA
LD04DHZ,FORD,FIESTA
LD04DZR,FORD,FIESTA
LD04LPZ,FORD,FIESTA
LD05WTX,JEEP,GRAND CHEROKEE CRD LTD AUTO
LD06HVY,SUBARU,IMPREZA
LD07CTX,TOYOTA,YARIS
LD07SXR,FORD,FIESTA
LD08SSJ,KIA,CEED
LD08SSU,KIA,CEED
LD08ZSF,FORD,FIESTA
LD09KZS,KIA,CEED
LD09VCJ,TOYOTA,YARIS
LD10FMP,KIA,CEED
LD10HCO,FORD,FIESTA
LD10LSK,TOYOTA,YARIS
LD10OND,FORD,FIESTA
LD10ORN,KIA,CEED
LD11EWP,KIA,CEED
LD11UDK,KIA,RIO
LD11VPT,FORD,FIESTA
LD12AEO,AUDI,Q3
LD12JXT,KIA,CEED
LD12KUS,KIA,CEED
LD12LHZ,KIA,CEED
LD12VDC,KIA,RIO
LD12WJL,FORD,FIESTA
LD13CXT,TOYOTA,YARIS
LD13FMV,KIA,CEED
LD13KXP,AUDI,Q3
LD13NVR,KIA,CEED
LD13WZH,FORD,FIESTA
LD14FVK,KIA,CEED
LD14XVL,TOYOTA,YARIS
LD15GFJ,KIA,RIO
LD15TNN,KIA,CEED
LD15UFV,KIA,CEED
LD17MMJ,TESLA,MODEL X
LD18UPY,KIA,CEED
LD18YCN,KIA,CEED
LD18YTG,KIA,CEED
LD19BZN,KIA,CEED
LD19MDE,TOYOTA,YARIS
LD20OUX,FORD,TRANSIT 350 LEADER ECOBLUE AWD
LD20XGC,BMW,X3
LD21GCF,LAND ROVER,R ROVER SPRT HSE SLVR D MHEV A
LD21VNE,MG,HS EXCLUSIVE
LD21WVX,CITROEN,C3 SHINE PURETECH S/S
LD21XRG,MG,5 EXCITE
LD22GLK,MG,HS EXCLUSIVE
LD22HPN,KIA,SPORTAGE 3 ISG
LD22KGE,TOYOTA,YARIS CROSS DESIGN HEV AUTO
LD22VJV,MG,5 EXCITE
LD22YNC,KIA,CEED
LD51DXH,MG,MGF
LD51ZYB,FORD,FIESTA
LD52XAX,VAUXHALL,VECTRA
LD54HNL,LEXUS,RX300
LD54NHE,KIA,RIO
LD55OAH,KIA,RIO
LD55ZYN,MITSUBISHI,COLT
LD57PGE,KIA,CEED
LD57YSM,MITSUBISHI,COLT
LD58FXH,FORD,FIESTA
LD58YRE,KIA,CEED
LD60PXG,KIA,CEED
LD60RYB,KIA,CEED
LD60VCV,KIA,PROCEED
LD60WDL,FORD,FIESTA
LD61HVK,KIA,CEED
LD61LPZ,FORD,FIESTA
LD61MBV,FORD,FIESTA
LD61PVZ,FORD,FIESTA
LD61TWV,KIA,CEED
LD61TZH,KIA,CEED
LD61UKU,KIA,CEED
LD61UVC,KIA,RIO
LD61VPG,KIA,CEED
LD61WHC,KIA,RIO
LD62CDU,KIA,CEED
LD62CFL,KIA,CEED
LD62DZU,KIA,CEED
LD62EFK,KIA,CEED
LD62LOA,FORD,FIESTA
LD62RXL,KIA,CEED
LD62UXM,FORD,FIESTA
LD62YFE,KIA,CEED
LD64ENR,KIA,CEED
LD64PKY,KIA,CEED
LD64TKC,FORD,FIESTA
LD66ODV,KIA,CEED
LD66VYN,FORD,FIESTA
LD69CPK,TOYOTA,YARIS
LD70KDX,AUDI,A3 S LINE 35 TFSI
LD70UPV,TOYOTA,YARIS EXCEL HEV CVT
LD71CZP,RENAULT,ZOE GT LINE RAPID CHARGE EV 50
LD71HKX,TRIUMPH,SPEED TWIN
LD71UBX,MG,HS EXCITE S-A
LD71YBN,VOLKSWAGEN,POLO MATCH EVO
LD72ZDK,MG,HS EXCLUSIVE
LE04FKP,BMW,X3
LE06LPK,MITSUBISHI,COLT
LE06UNA,KIA,CEED
LE08JJF,RENAULT,SCENIC
LE16NJZ,KIA,CEED
LE18GRZ,JAGUAR,F-PACE
LE19GKD,TOYOTA,YARIS
LE19LXH,JAGUAR,F-PACE
LE51DZD,VAUXHALL,VECTRA
LE51FRR,FORD,FIESTA
LE51FTU,VAUXHALL,VECTRA
LE57EYD,AUDI,Q3
LE71FWO,ASKOLL,02 ESPRO 70
LE72HBB,MG,HS EXCITE S-A
LE73DVO,FORD,PUMA TITANIUM MHEV
LEE80X,MERCEDES-BENZ,SPRINTER
LEO30Y,VOLVO,XC70
LEZ5495,RENAULT,SCENIC
LF03HDU,MERCEDES-BENZ,SPRINTER
LF05USH,FORD,FIESTA
LF06WBM,VAUXHALL,AGILA
LF10YSX,FORD,FIESTA
LF13VNL,KIA,CEED
LF13YUA,BMW,X3
LF14MWM,KIA,CEED
LF14MXZ,KIA,CEED
LF15GRU,KIA,CEED
LF15HGM,KIA,CEED
LF15JZU,PEUGEOT,BIPPER
LF15MSO,KIA,CEED
LF16MWO,KIA,CEED
LF16UWR,KIA,CEED
LF17JJX,JAGUAR,F-PACE
LF17PXK,KIA,CEED
LF17VXJ,KIA,CEED
LF17XMM,KIA,CEED
LF17XYS,FORD,FIESTA
LF17ZBZ,BMW,S 1000
LF18OGG,KIA,CEED
LF19ARL,FORD,FIESTA
LF20OKK,VOLKSWAGEN,GOLF MATCH EDITION TSI EVO S-A
LF21TJC,FIAT,500E LA PRIMA
LF21WLL,VOLKSWAGEN,GOLF STYLE ETSI S-A
LF23KTO,KIA,CEED
LF52TSO,JEEP,GRAND CHEROKEE CRD LTD AUTO
LF53NFD,RENAULT,SCENIC
LF53YLO,CHRYSLER-JEEP,VOYAGER
LF54OAH,BMW,X3
LF57ZKK,TOYOTA,YARIS
LF59ZTS,FORD,FIESTA
LF61YSU,FORD,FIESTA
LF62ZFR,TOYOTA,YARIS
LF63EWN,CHEVROLET,ORLANDO
LF64RWU,KIA,SOUL
LF64YOR,KIA,CEED
LF64ZBL,KIA,CEED
LF65MYG,PEUGEOT,108
LF65SRZ,KIA,CEED
LF65VCL,KIA,CEED
LF66MKJ,FORD,FIESTA
LF67HHX,TOYOTA,YARIS
LF67JCV,JAGUAR,F-PACE
LF68SXC,BMW,218
LF69OSY,MG,HS EXCLUSIVE
LF72RRX,HYUNDAI,TUCSON SE CONNECT T-GDI HEV A
LG03FXT,FORD,FIESTA
LG04DVK,LEXUS,RX300
LG04RXZ,FORD,FIESTA
LG04ZNH,RENAULT,SCENIC
LG06NCO,JAGUAR,XK
LG09GWA,MAZDA,6
LG09MGE,KIA,CEED
LG09WYP,FORD,FIESTA
LG10AOZ,FORD,FIESTA
LG10MCL,JAGUAR,F-PACE
LG10OTR,TOYOTA,YARIS
LG10OVM,FORD,FIESTA
LG10VOP,MERCEDES-BENZ,CLS
LG10YPZ,KIA,CEED
LG10ZRR,FORD,FIESTA
LG11CMV,KIA,RIO
LG11DWY,KIA,CEED
LG11DYX,KIA,RIO
LG11GXF,KIA,CEED
LG11GYK,KIA,CEED
LG11UNF,KIA,CEED
LG11UOY,KIA,SOUL
LG11ZJX,JEEP,PATRIOT LIMITED CRD
LG12DVJ,FORD,FIESTA
LG12FGP,FORD,FIESTA
LG12FYF,KIA,CEED
LG12MKE,KIA,CEED
LG12OGV,KIA,CEED
LG12OWD,KIA,CEED
LG12PDV,KIA,CEED
LG12YXL,BMW,X3
LG13UUL,KIA,CEED
LG13VPK,TOYOTA,YARIS
LG16RNF,FORD,FIESTA
LG17HJE,BMW,218
LG17OTS,KIA,RIO
LG18LWF,KIA,CEED
LG18WXR,KIA,CEED
LG19HTL,MERCEDES-BENZ,CLS
LG20SWO,KIA,CEED
LG21GSK,MG,HS EXCLUSIVE
LG21MLN,HYUNDAI,KONA
LG51NHM,TOYOTA,YARIS
LG51OKF,VAUXHALL,VECTRA
LG51VCD,VAUXHALL,VECTRA
LG51YHB,FORD,FIESTA
LG53RZP,TOYOTA,LANDCRUISER
LG53YCW,FORD,FIESTA
LG54GDG,BMW,218
LG54NTK,BMW,X3
LG54YKX,FORD,FIESTA
LG56DNN,FORD,FIESTA
LG56MWJ,CHRYSLER,VOYAGER
LG57BKU,FORD,FIESTA
LG58OXL,KIA,CEED
LG59FPP,TOYOTA,YARIS
LG59ZFZ,KIA,CEED
LG60BVY,TOYOTA,YARIS
LG60EAY,KIA,CEED
LG60ETD,KIA,CEED
LG60EWM,KIA,CEED
LG60ZPO,JEEP,PATRIOT LIMITED CRD
LG61UUP,BMW,X3
LG61YBP,FORD,FIESTA
LG62NTX,KIA,CEED
LG62VXJ,KIA,CEED
LG62WDN,KIA,CEED
LG62WXE,FORD,FIESTA
LG63EVF,KIA,CEED
LG63HZF,FORD,FIESTA
LG63KZS,KIA,CEED
LG63OJH,KIA,CEED
LG63TWC,PEUGEOT,BIPPER
LG64WYC,PEUGEOT,108
LG65CMY,TOYOTA,YARIS
LG65DWO,TOYOTA,YARIS
LG65LNJ,TOYOTA,YARIS
LG65PWJ,KIA,RIO
LG65RHF,KIA,CEED
LG66SRY,KIA,CEED
LG66YXJ,FORD,FIESTA
LG67JUT,MAZDA,6
LG67WYA,KIA,CEED
LG68XMJ,TESLA,MODEL X
LG69OVP,KIA,CEED
LG71ZRF,LAND ROVER,R ROVER EVOQUE R-DYN S P300E A
LG72RYD,PEUGEOT,208 ALLURE PREMIUM PURETECH SS
LGL874,BMW,218
LH07DOB,FORD,FIESTA
LH64APY,BMW,218
LJ03BBD,SUBARU,IMPREZA
LJ03DFD,FORD,FIESTA
LJ04URN,RENAULT,SCENIC
LJ05BFU,BENTLEY,CONTINENTAL FLYING SPUR
LJ05FEB,BMW,218
LJ05FKW,MERCEDES-BENZ,SPRINTER
LJ05VUA,BMW,X3
LJ06AXC,FORD,FIESTA
LJ07GEY,FORD,FIESTA
LJ08ZFL,FORD,FIESTA
LJ09JKN,MAZDA,6
LJ09OMF,MERCEDES-BENZ,SPRINTER
LJ10FLE,MERCEDES-BENZ,SPRINTER
LJ10OYT,FORD,FIESTA
LJ13GZM,AUDI,Q3
LJ13UOS,FORD,FIESTA
LJ13ZKP,JAGUAR,XK
LJ15XPT,FORD,FIESTA
LJ17VLP,TOYOTA,YARIS
LJ17YOM,RENAULT,SCENIC
LJ18NTO,TOYOTA,YARIS
LJ18WOR,KIA,CEED
LJ20LKG,MAZDA,6
LJ22ZDC,ROLLS ROYCE,PHANTOM
LJ23APH,MG,HS EXCITE S-A
LJ23BTN,MG,HS EXCLUSIVE
LJ23NRV,MAZDA,CX-5 HOMURA MHEV AUTO
LJ51MVY,SUBARU,IMPREZA
LJ52JUT,FORD,FIESTA
LJ53WWN,MAZDA,6
LJ54XJB,MAZDA,6
LJ55PNF,CADILLAC,CTS
LJ55WZL,MERCEDES-BENZ,SPRINTER
LJ56VVA,VAUXHALL,VECTRA
LJ57DFH,COLEMAN MILNE,FORD FAIRLANE CARDINAL
LJ57KEK,FORD,FIESTA
LJ58SFK,FORD,FIESTA
LJ60CFV,MAZDA,6
LJ61KNX,BMW,X3
LJ61WHC,FORD,FIESTA
LJ63CNU,FORD,FIESTA
LJ63NZW,KIA,CEED
LJ63PPY,KIA,CEED
LJ65NXB,FORD,FIESTA
LJ66XOP,KIA,RIO
LJ66YMX,KIA,CEED
LJ67OCA,TOYOTA,YARIS
LJ69NMX,BMW,X3
LJ69UJG,JAGUAR,F-PACE
LJ70OAH,FORD,FIESTA
LJ71EXA,MERCEDES-BENZ,EQA 350 AMG LNE PREMIUM 4MATIC
LJ71ZPY,LAND ROVER,R ROVER EVOQUE RDYN HSE MHEV A
LJ72BPA,PEUGEOT,408 GT S/S PHEV AUTO
LJZ2552,NISSAN,SKYLINE
LK02FKP,FORD,FIESTA
LK04KKG,SUZUKI,GSX1400
LK05EZJ,IVECO,DAILY 29L12 SWB
LK06LCP,REVA,G-WIZ
LK11HLK,MERCEDES-BENZ,CLS
LK13UEB,PEUGEOT,508
LK15BTO,MERCEDES-BENZ,SPRINTER
LK15ZFT,PEUGEOT,BIPPER
LK16VLU,MERCEDES-BENZ,SPRINTER
LK16XSO,PEUGEOT,108
LK16ZKT,FORD,FIESTA
LK53UBU,MITSUBISHI,COLT
LK54RZL,LEXUS,RX300
LK61KXB,NISSAN,CUBE
LK63VSN,MERCEDES-BENZ,SPRINTER
LK63VZB,MERCEDES-BENZ,SPRINTER
LK63ZVU,PEUGEOT,BIPPER
LK64JVO,MERCEDES-BENZ,SPRINTER
LK64JYB,MERCEDES-BENZ,SPRINTER
LK64VSY,FORD,FIESTA
LK67PFX,MERCEDES-BENZ,SPRINTER
LK67PWO,MERCEDES-BENZ,SPRINTER
LK68OCC,FORD,FIESTA
LK68WYR,MAZDA,6
LK68ZPY,MERCEDES-BENZ,SPRINTER
LK70JNN,BMW,X3
LKZ7961,RENAULT,SCENIC
LL02FGX,VAUXHALL,VECTRA
LL03CVM,VAUXHALL,VECTRA
LL03LTU,FORD,FIESTA
LL03ZWR,FORD,FIESTA
LL04SZT,RENAULT,SCENIC
LL04TVD,RENAULT,SCENIC
LL04UJH,RENAULT,SCENIC
LL08AJL,VAUXHALL,VECTRA
LL08GCU,FORD,FIESTA
LL08JVU,FORD,FIESTA
LL08LHW,TOYOTA,YARIS
LL09KLJ,CHEVROLET,AVEO
LL09KSO,CHEVROLET,AVEO
LL09VVW,MAZDA,6
LL09YNY,FORD,FIESTA
LL09ZTF,CHEVROLET,AVEO
LL09ZWG,CHEVROLET,AVEO
LL09ZWU,CHEVROLET,AVEO
LL10BTF,CHEVROLET,AVEO
LL10WKO,FORD,FIESTA
LL11DND,FORD,FIESTA
LL11LKL,FORD,FIESTA
LL11RUA,FORD,FIESTA
LL11UTE,MAZDA,6
LL11UTM,MAZDA,6
LL12AYG,FORD,FIESTA
LL12GDO,FORD,FIESTA
LL12JWF,RENAULT,SCENIC
LL12KWA,KIA,CEED
LL13EJJ,FORD,FIESTA
LL13HJC,AUDI,Q3
LL15OAV,FORD,FIESTA
LL15TAV,PEUGEOT,BIPPER
LL15UHZ,MERCEDES-BENZ,SPRINTER
LL16VME,TOYOTA,YARIS
LL16ZRN,MERCEDES-BENZ,SPRINTER
LL19KFY,AUDI,Q3
LL19SEO,BMW,218
LL19UBJ,MAZDA,6
LL20URR,MINI,COOPER S ELECTRIC LEVEL 3
LL20YRY,VAUXHALL,CORSA ELITE NAV PREMIUM TRBO A
LL22AXW,MG,HS EXCITE S-A
LL22PYB,HYUNDAI,TUCSON ULTIMATE T-GDI
LL23ELH,VAUXHALL,CORSA DESIGN TURBO AUTO
LL51BXJ,FORD,FIESTA
LL51ODB,MERCEDES-BENZ,SPRINTER
LL53JKY,FORD,FIESTA
LL53TDO,LEXUS,RX300
LL57CCJ,FORD,FIESTA
LL58VBU,FORD,FIESTA
LL58VCA,FORD,FIESTA
LL58WRD,FORD,FIESTA
LL58WSX,FORD,FIESTA
LL58WUY,FORD,FIESTA
LL58WVH,FORD,FIESTA
LL59BYU,KIA,CEED
LL59CFF,FORD,FIESTA
LL59GXP,MAZDA,6
LL59HLF,KIA,CEED
LL59VSF,CHEVROLET,AVEO
LL60KYP,MERCEDES-BENZ,SPRINTER
LL60WLE,MAZDA,6
LL60XGO,FORD,FIESTA
LL61PKA,MAZDA,6
LL62GGP,FORD,FIESTA
LL62GVG,TOYOTA,YARIS
LL62KSO,MAZDA,6
LL63VXK,MAZDA,6
LL64JUO,MAZDA,6
LL64YSX,KIA,RIO
LL64YZZ,TOYOTA,YARIS
LL65HUH,FORD,FIESTA
LL65TTZ,MERCEDES-BENZ,SPRINTER
LL65UPA,MAZDA,6
LL65VAO,AUDI,Q3
LL65XFK,FORD,FIESTA
LL66DXP,TOYOTA,YARIS
LL69WZK,TOYOTA,YARIS
LL69XXN,PEUGEOT,508
LL70OSG,MERCEDES-BENZ,GLA 250 EXCLUSIVE ED PREM E A
LL71NHZ,AUDI,Q5 S LINE 40 TDI MHEV QUAT S-A
LM02YCK,FORD,FIESTA
LM03EEN,FORD,FIESTA
LM03OTK,TOYOTA,YARIS
LM04XVC,TOYOTA,YARIS
LM04YNR,BMW,X3
LM05CKE,FORD,FIESTA
LM05NPA,KIA,RIO
LM05SBU,MAZDA,6
LM06ENR,TOYOTA,YARIS
LM06VMG,FORD,FIESTA
LM07ABU,TOYOTA,YARIS
LM07EJV,MAZDA,6
LM07ZFE,MERCEDES-BENZ,CLS
LM08BJF,MAZDA,6
LM08UJG,TOYOTA,YARIS
LM09EYJ,CHEVROLET,AVEO
LM09FAK,CHEVROLET,AVEO
LM09LVE,CHEVROLET,AVEO
LM09LZE,CHEVROLET,AVEO
LM09NKL,CHEVROLET,AVEO
LM09NNA,CHEVROLET,AVEO
LM09OXN,FORD,FIESTA
LM09PVV,TOYOTA,YARIS
LM09ZHJ,CHEVROLET,AVEO
LM10HNY,MITSUBISHI,COLT
LM10LOM,AUDI,Q3
LM10TXY,RENAULT,SCENIC
LM10XXV,TOYOTA,YARIS
LM11TZR,PEUGEOT,BIPPER
LM11TZZ,PEUGEOT,508
LM11UCO,PEUGEOT,508
LM11VMG,MAZDA,6
LM11WBY,BMW,X3
LM12GHG,CHEVROLET,ORLANDO
LM12GSU,TOYOTA,YARIS
LM12OVB,FORD,FIESTA
LM12YAO,TOYOTA,YARIS
LM13EWA,FORD,FIESTA
LM13JVR,AUDI,Q3
LM13KZD,TOYOTA,YARIS
LM13OEH,FORD,FIESTA
LM13UBY,FORD,FIESTA
LM13UJO,MERCEDES-BENZ,SPRINTER
LM13ZDT,FORD,FIESTA
LM15UHJ,FORD,FIESTA
LM17CDE,BMW,X3
LM17HJC,FORD,FIESTA
LM18DKJ,AUDI,Q3
LM19GGY,TOYOTA,YARIS
LM19KMV,TOYOTA,YARIS
LM19MLL,JAGUAR,F-PACE
LM20EYO,TOYOTA,YARIS
LM20LCM,FORD,PUMA ST-LINE X MHEV
LM20NMZ,BMW,X3
LM21XUU,MERCEDES-BENZ,E 220 AMG LINE PREMIUM D AUTO
LM22LAO,LAND ROVER,RANGE ROVER EVOQUE ABIO PHEV A
LM23HLD,AUDI,Q5 S LINE 40 TDI MHEV QUAT S-A
LM23PUE,TOYOTA,YARIS CROSS DESIGN HEV AUTO
LM51HNU,RENAULT,SCENIC
LM51VXN,TOYOTA,YARIS
LM53HRF,FORD,FIESTA
LM53PHO,FORD,FIESTA
LM53YVG,FORD,FIESTA
LM54BRX,MAZDA,6
LM54CHL,FORD,FIESTA
LM54FXK,FORD,FIESTA
LM54HFW,BMW,X3
LM55OOC,FORD,FIESTA
LM57SZY,TOYOTA,YARIS
LM57XCG,TOYOTA,YARIS
LM58HJJ,CHEVROLET,AVEO
LM58HJZ,MAZDA,6
LM58MXH,MAZDA,6
LM58NGY,TOYOTA,YARIS
LM58YWD,VAUXHALL,AGILA
LM59JZK,TOYOTA,YARIS
LM59YLB,MAZDA,6
LM60EFL,MAZDA,6
LM60FGP,FORD,FIESTA
LM60OFS,MERCEDES-BENZ,SPRINTER
LM60OHL,MERCEDES-BENZ,SPRINTER
LM60SYZ,MAZDA,6
LM60XGX,RENAULT,SCENIC
LM60YHP,FORD,FIESTA
LM60YUL,RENAULT,SCENIC
LM60ZKL,MERCEDES-BENZ,SPRINTER
LM61GNO,VOLKSWAGEN,JETTA
LM61OKJ,FORD,FIESTA
LM61OKZ,FORD,FIESTA
LM61TRZ,RENAULT,SCENIC
LM61WRR,PEUGEOT,508
LM62EYX,MERCEDES-BENZ,SPRINTER
LM62EZE,MERCEDES-BENZ,SPRINTER
LM62LGE,PEUGEOT,BIPPER
LM62NDX,KIA,RIO
LM63BJZ,TOYOTA,YARIS
LM63DJM,AUDI,Q3
LM63EGK,MERCEDES-BENZ,SPRINTER
LM64CLN,AUDI,Q3
LM64HDY,TOYOTA,YARIS
LM64UCF,FORD,FIESTA
LM65BGX,TOYOTA,YARIS
LM65XAR,PEUGEOT,108
LM66OUB,TOYOTA,YARIS
LM66VKX,PEUGEOT,108
LM68JNL,PEUGEOT,108
LM68LLD,TOYOTA,YARIS
LM68SJO,PEUGEOT,108
LM71EJU,VOLKSWAGEN,POLO MATCH EVO
LM72WTK,AUDI,A3 S LINE 35 TFSI
LM72ZHC,MAZDA,CX-5 SPORT EDITION
LN02JDK,TOYOTA,YARIS
LN03MMO,AUDI,Q3
LN03WYM,VAUXHALL,VECTRA
LN03YNS,FORD,FIESTA
LN04SKX,VOLVO,XC70
LN04YMP,FORD,FIESTA
LN05VSJ,FORD,FIESTA
LN05XVV,FORD,FIESTA
LN06RFJ,VAUXHALL,VECTRA
LN06WMZ,BMW,X3
LN07ZFH,FORD,FIESTA
LN08TWZ,FORD,FIESTA
LN09ZFB,PEUGEOT,BIPPER
LN10LDU,FORD,FIESTA
LN12UVC,FORD,FIESTA
LN15AOA,PEUGEOT,108
LN15DZE,FIAT,500 L
LN15GKV,KIA,RIO
LN15HVF,MERCEDES-BENZ,SPRINTER
LN15RVX,MERCEDES-BENZ,SPRINTER
LN15TUH,MERCEDES-BENZ,SPRINTER
LN16XAZ,FORD,FIESTA
LN17LPK,MERCEDES-BENZ,SPRINTER
LN17LTF,MERCEDES-BENZ,SPRINTER
LN18WDC,AUDI,Q3
LN19UEA,MERCEDES-BENZ,SPRINTER
LN20KJJ,MERCEDES-BENZ,B
LN21WWU,SUZUKI,SWIFT SZ-T DUALJET MHEV CVT
LN22XRA,LAND ROVER,R ROVER SPRT HSE SLVR D MHEV A
LN51FBU,MERCEDES-BENZ,SPRINTER
LN54VVF,FORD,FIESTA
LN56TKT,FORD,FIESTA
LN56XAY,FORD,FIESTA
LN58OXD,MAZDA,6
LN60XHM,FORD,FIESTA
LN61OSE,MAZDA,6
LN61ZYK,PEUGEOT,508
LN63ECD,AUDI,Q3
LN63EJX,CHEVROLET,ORLANDO
LN64EWH,KIA,RIO
LN64KGG,RENAULT,SCENIC
LN64URT,KIA,RIO
LN64UZL,MERCEDES-BENZ,SPRINTER
LN64UZY,MERCEDES-BENZ,SPRINTER
LN65GVK,MAZDA,6
LN65LKZ,MERCEDES-BENZ,SPRINTER
LN65ORJ,MAZDA,6
LN65OXU,MAZDA,6
LN65TCX,MAZDA,6
LN66MFA,TOYOTA,YARIS
LN68WXT,PEUGEOT,108
LN70RUH,MERCEDES-BENZ,SPRINTER 314 PROGRESSIVE CDI
LN72XAY,NISSAN,QASHQAI TEKNA E-POWER AUTO
LNZ6470,FORD,FIESTA
LO03BZF,RENAULT,SCENIC
LO03BZJ,RENAULT,SCENIC
LO08FSA,FORD,FIESTA
LO09LKK,CHEVROLET,AVEO
LO10RBV,FORD,FIESTA
LO10UKC,VOLVO,XC70
LO11UGB,CHEVROLET,ORLANDO
LO11ULC,CHEVROLET,ORLANDO
LO12EMV,FORD,FIESTA
LO12YUH,FORD,FIESTA
LO12YYK,FORD,FIESTA
LO13BVM,FORD,FIESTA
LO13UYW,MERCEDES-BENZ,SPRINTER
LO14RZG,MAZDA,6
LO18GZF,BMW,X3
LO19GBZ,MERCEDES-BENZ,SPRINTER
LO19UUF,PEUGEOT,108
LO21AWC,MAZDA,2 GT SPORT NAV MHEV
LO54DHX,NISSAN,CUBE
LO58CZA,MAZDA,6
LO58EUR,FORD,FIESTA
LO58EWT,FORD,FIESTA
LO58GJV,FORD,FIESTA
LO59KKY,FORD,FIESTA
LO59PXK,KIA,RIO
LO59YLW,FORD,FIESTA
LO61NFV,FORD,FIESTA
LO61OTK,MAZDA,6
LO61PBV,MAZDA,6
LO61YBN,CHEVROLET,ORLANDO
LO63EDC,FORD,FIESTA
LO63EYK,KIA,RIO
LO63FXS,PEUGEOT,BIPPER
LO63WUE,PEUGEOT,BIPPER
LO63YUR,TOYOTA,YARIS
LO64ZPC,FORD,FIESTA
LO65DZY,PEUGEOT,508
LO65HWA,FORD,FIESTA
LO65HWD,FORD,FIESTA
LO66DDL,AUDI,Q3
LO66YBX,AUDI,Q3
LO67MVU,MAZDA,6
LO67PCU,TOYOTA,YARIS
LO67PXF,KIA,SOUL
LO69FJJ,MERCEDES-BENZ,GLC 300 AMG LINE PREM + D 4M A
LO69FOC,MG,HS EXCLUSIVE
LO72ULE,FORD,PUMA TITANIUM MHEV
LP05MAP,KIA,RIO
LP10UDM,TOYOTA,YARIS
LP11HCL,PEUGEOT,BIPPER
LP12FZY,FORD,FIESTA
LP14OOV,FORD,FIESTA
LP14UCR,RENAULT,SCENIC
LP15ORO,TOYOTA,YARIS
LP15VTD,TOYOTA,YARIS
LP18AWY,TOYOTA,YARIS
LP19LNX,TOYOTA,YARIS
LP23YBZ,TOYOTA,YARIS EXCEL HEV CVT
LP59DXY,MAZDA,6
LP59HSF,PEUGEOT,BIPPER
LP59LLZ,KIA,CEED
LP60FTC,MAZDA,6
LP61EPE,TOYOTA,YARIS
LP61FEU,BMW,X3
LP62AEG,MERCEDES-BENZ,SPRINTER
LP62OHL,VOLKSWAGEN,JETTA
LP62XNM,TOYOTA,YARIS
LP64XAE,TOYOTA,YARIS
LP65DFX,BMW,218
LP65DNX,RENAULT,SCENIC
LP66NNY,FORD,FIESTA
LP66NPV,FORD,FIESTA
LP67FLA,MAZDA,6
LP69TXL,TOYOTA,YARIS
LR03RFK,FORD,FIESTA
LR04KLJ,FORD,FIESTA
LR05EXA,FORD,FIESTA
LR05UTT,FORD,FIESTA
LR07DJE,MITSUBISHI,COLT
LR07ZTX,FORD,FIESTA
LR08OGD,TOYOTA,YARIS
LR09FVB,PEUGEOT,BIPPER
LR09HME,MAZDA,6
LR09XAU,FORD,FIESTA
LR09YYA,MERCEDES-BENZ,CLS
LR09ZNC,CHEVROLET,AVEO
LR10FVO,TOYOTA,YARIS
LR10NMM,FORD,FIESTA
LR10UDM,FORD,FIESTA
LR10VKZ,FIAT,500 C
LR10XTV,NISSAN,370 Z
LR11BKJ,MAZDA,6
LR11BKY,MAZDA,6
LR11BMU,MAZDA,6
LR11TTZ,FORD,FIESTA
LR12VYD,FORD,FIESTA
LR12WJL,TOYOTA,YARIS
LR12XTU,FORD,FIESTA
LR13CZT,RENAULT,SCENIC
LR13HVV,TOYOTA,YARIS
LR13KWE,VOLKSWAGEN,JETTA
LR13XPB,TOYOTA,YARIS
LR13YJX,MERCEDES-BENZ,SPRINTER
LR14ODN,PEUGEOT,BIPPER
LR14YDE,AUDI,Q3
LR15AON,TOYOTA,YARIS
LR15MXE,TOYOTA,YARIS
LR15UGB,PEUGEOT,108
LR16BYX,BMW,440
LR16YYW,TOYOTA,YARIS
LR17EKO,TOYOTA,YARIS
LR18EEO,BMW,218
LR20RMX,TOYOTA,YARIS
LR20RNZ,TOYOTA,YARIS
LR22NMY,RENAULT,ZOE GT LINE RAPID CHARGE EV 50
LR51LYX,TOYOTA,YARIS
LR51ZFJ,TOYOTA,YARIS
LR52TWE,MERCEDES-BENZ,SPRINTER
LR53SZD,MAZDA,6
LR54FWK,FORD,FIESTA
LR54TPZ,FORD,FIESTA
LR54TZV,FORD,FIESTA
LR56CMV,FORD,FIESTA
LR56WBY,FORD,FIESTA
LR57AMY,FORD,FIESTA
LR57BFF,TOYOTA,YARIS
LR57WJU,FORD,FIESTA
LR58CPK,MITSUBISHI,COLT
LR58CWJ,KIA,CEED
LR58DXB,CHEVROLET,AVEO
LR58GNP,CHEVROLET,AVEO
LR58JHV,MAZDA,6
LR58KHZ,VAUXHALL,AGILA
LR58NHC,MAZDA,6
LR58TUP,FORD,FIESTA
LR58ZYK,MAZDA,6
LR59BFF,CHEVROLET,AVEO
LR59BHU,CHEVROLET,AVEO
LR59BOH,CHEVROLET,AVEO
LR59CFD,CHEVROLET,AVEO
LR59FYC,MITSUBISHI,COLT
LR59KRO,FORD,FIESTA
LR59XOC,FORD,FIESTA
LR60KWP,MERCEDES-BENZ,CLS
LR60SFK,FORD,FIESTA
LR60YJG,RENAULT,SCENIC
